hotel_name,hotel_location,review_title,review_pos,review_neg,review_date,review_country,num_reviews_by_reviewer,reviewer_name,review_rating,review_tags,hussain_classification,jeremy_classification,automatic_classfication
Oakwood Residence Sukhumvit Thonglor Bangkok,"13.73474732,100.58046699",“Worth place to have a stay.”,"Great location as its very near to supermarket which is open from 6am till midnight. The hotel buggy to the nearest train station is good. Staffs are great and welcoming. I only think the breakfast spread is a bit too little of choice, it could be better. However the food were good and tasty.",No Negative,2019-08-7T00:00:00,Malaysia,14,Suraya,9.6,"Business trip,Family with young children,Studio Deluxe,Stayed 2 nights",1.0,1.0,1
Village Hotel Bugis by Far East Hospitality (SG Clean),"1.30239535,103.85813177",Okay,Location,A bit old and need to renovate a bit,2019-12-12T00:00:00,Malaysia,24,Fwee,5.8,"Leisure trip,Family with young children,Family Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Hilton Garden Inn Singapore Serangoon,"1.30805000,103.85191000",Exceptional,No Positive,No Negative,2019-07-1T00:00:00,Thailand,1,Patkan,9.6,"Leisure trip,Solo traveller,Twin Guest Room,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
The Krungkasem Srikrung Hotel,"13.73902032,100.51529467",Superb,The location was perfect specially if you will take the train the next day. Staff were very nice and helpful,No Negative,2020-03-17T00:00:00,Thailand,5,Nicole,9.0,"Leisure trip,People with friends,Twin Room with Shower,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Bed One Block Hostel,"13.75248105,100.53123076",“Overall comfortable enough for a night's stay (but probably not longer)”,"Nice, clean hostel, located very near to BTS station.The lockers are spacious (but you need to bring your own lock).","It seems they have a strict check-in time (2pm) . So if you arrive early, be prepared to wait with your luggage. [Other hostels do also, but they are usually flexible- they will allow you to check-in earlier if the rooms are ready]. Best to avoid arriving before 2pm if possible.The upper bunks have no railings or headboard. A restless sleeper who rolls over quite a lot may fall (possibly head first) and sustain a severe injury. The beds are quite large, so this may appear unlikely, but it may be a good idea anyway to avoid the upper bunks if possible. The latches on the bathroom doors are a bit oddly placed, and required a bit of a struggle to remove. If you find this happening, its possibly because you did not close the door completely before latching. But maybe it would be simpler if these could be changed to something more conventional.   The front counter is not manned 24 hours (I think it is 9am to 9pm). However, on check-in, they collect a 100 Baht deposit for the access card which is refundable. I am not sure how this refund is made if you have to leave before 9am. Staff seemed very absorbed on their phones on arrival; its a bit strange they don't notice you entering the building.",2019-08-16T00:00:00,Thailand,7,Anonymous,8.8,"Leisure trip,Solo traveller,Bed in 10-Bed Mixed Dormitory Room,Stayed 1 night",1.0,1.0,1
Grand Howard Hotel Bangkok,"13.70115465,100.51604033",Disappointing,Nothing,Very far from city.No choice at all in breakfast.You can’t even call it as international breakfast buffet.,2019-12-2T00:00:00,United Arab Emirates,12,Riyasabdulla,4.6,"Leisure trip,People with friends,Superior Twin Room,Stayed 1 night,Submitted via mobile",0.0,0.0,0
Siam Kempinski Hotel Bangkok - SHA Extra Plus Certified,"13.74829038,100.53482920",“Was the best”,Not bad,No,2022-02-10T00:00:00,Cambodia,1,Heng,10.0,"Leisure trip,Family with young children,Premier Room with 2 Twin Bed,Stayed 3 nights,Submitted via mobile",1.0,1.0,1
Fairmont Singapore (SG Clean),"1.29353560,103.85402799",Very good,No Positive,No Negative,2019-12-29T00:00:00,Singapore,1,Anonymous,8.0,"Leisure trip,Couple,Deluxe Harbour King Room,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
"CUBE Family Boutique Capsule Hotel @ Chinatown (SG Clean, Staycation Approved)","1.28298378,103.84312481",Superb,Good enough & staff are very nice specially the cleaner when we are waiting for the reception to open (receptionist),Small bathroom,2020-01-14T00:00:00,Saudi Arabia,10,Anonymous,9.2,"Leisure trip,Family with young children,Deluxe Double Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Novotel Bangkok Sukhumvit 4 - SHA Extra Plus,"13.73936100,100.55305600",“Enjoyed and satisfied with room service and food in Novotel”,"New room, cleanliness. Friendly staff.I like the juice in breakfast. It's fresh and delicious","Location is too noisy and crowded. I don't like the street outside the hotel, it's made me feel unsafety.",2019-11-8T00:00:00,Vietnam,1,Doan,7.0,"Business trip,Group,Deluxe King Room,Stayed 3 nights",1.0,1.0,1
Ibis Budget Singapore Crystal - SG Clean,"1.31087965,103.88062745",Very good,Clean,Nothing,2019-08-3T00:00:00,Indonesia,7,Januar,8.3,"Leisure trip,Family with young children,Superior Double or Twin Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
"PARKROYAL COLLECTION Marina Bay, Singapore - SG Clean, Staycation Approved","1.29146546,103.85738879",Very good,No Positive,No Negative,2021-06-22T00:00:00,Singapore,10,Khairani,8.0,"Leisure trip,Couple,Urban Deluxe King,Stayed 3 nights,Submitted via mobile",1.0,1.0,1
Radisson Blu Plaza Bangkok - SHA Extra Plus Certified,"13.73489844,100.56374878",Superb,Clean and modern. Shower and bathroom facilities were great. Bed was very big and extremely comfortable,"5 min walk to the train station is not far, but was a bit tough in the very humid weather we experienced while we were there",2019-06-5T00:00:00,United Arab Emirates,7,David,9.2,"Leisure trip,Couple,Deluxe Room,Stayed 3 nights,Submitted via mobile",1.0,1.0,1
Adelphi Suites Bangkok - SHA Extra Plus,"13.73875977,100.55583894",Superb,Hotel & staff was very friendly with everyone great place,nothing,2021-06-29T00:00:00,Thailand,28,Tom,9.0,"Leisure trip,Solo traveller,One-Bedroom Suite,Stayed 2 nights",1.0,1.0,1
2Bedtel,"13.74139580,100.61925544",Very good,No Positive,No Negative,2020-06-9T00:00:00,Thailand,4,Anonymous,8.0,"People with friends,Standard King Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Metropole Bangkok,"13.74425079,100.58594974",Pleasant,Very comfortable bed,"No effort made by the hotels owner to make the bar or restaurant work for the guests.
Most of the time one had to go searching for someone to serve them .
And there is very little alternative nearby without taking a taxi.",2020-01-21T00:00:00,Sweden,32,Alan,6.7,"Leisure trip,Family with young children,Studio King,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Capella Singapore (SG Clean),"1.24975128,103.82444859",Superb,"Fantastic rooms, best breakfast ever and for sure Spa treatment I will not forget",No Negative,2020-04-5T00:00:00,Netherlands,20,Manon,9.2,"Leisure trip,Couple,King Room with Garden View,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
Furama City Centre (SG Clean),"1.28642151,103.84442836",Very poor,Room service is good.,"It took one hour queuing just to check in, this is totally unbearable",2022-01-4T00:00:00,Singapore,1,Gwee,1.0,"Leisure trip,Family with young children,Deluxe Double or Twin Room With WIFI,Stayed 1 night,Submitted via mobile",0.0,0.0,0
Ibis Styles Singapore On Macpherson - SG Clean,"1.33169141,103.87991008",Disappointing,No Positive,No Negative,2019-12-29T00:00:00,Australia,12,Martha,4.0,"Leisure trip,Group,Standard Twin Room with 2 single beds,Stayed 1 night,Submitted via mobile",0.0,0.0,0
"Shangri-La Rasa Sentosa, Singapore (SG Clean)","1.25776112,103.80972594",Superb,No Positive,No Negative,2020-02-2T00:00:00,United Kingdom,17,Suzanne,9.0,"Leisure trip,Group,Deluxe King Room with Pool View,Stayed 3 nights,Submitted via mobile",1.0,1.0,1
Bangkok Sanookdee Hostel,"13.72194662,100.50280512",Superb,"Location is very near to nearest BRT.Got an upgrade from a dorm to a private room in which i highly appreciate it.Wifi is super fast.",No Negative,2019-09-24T00:00:00,Malaysia,12,Aleen,9.2,"Leisure trip,Solo traveller,Bunk Bed in Female Dormitory Room,Stayed 1 night",1.0,1.0,1
Hotel 81 Lucky - SG Clean,"1.31194421,103.88137311",Fabulous,No Positive,No Negative,2019-09-8T00:00:00,Slovenia,19,Gregor,8.8,"Leisure trip,Family with young children,Standard Twin Room,Stayed 3 nights,Submitted via mobile",1.0,1.0,1
Studio M Hotel,"1.29111150,103.83927852",Very good,A lot of restaurant and pub around and very near to the city centre.,The sizes of the bathroom a bit small and  they don't have smart TV or internet access.,2022-02-4T00:00:00,Singapore,8,Set,8.0,"Couple,Studio Loft,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
Chillax Resort - SHA Extra Plus,"13.76246699,100.50015606",Superb,No Positive,No Negative,2019-05-6T00:00:00,United Kingdom,1,Laura,9.2,"Leisure trip,Couple,Superior Double Room,Stayed 4 nights,Submitted via mobile",1.0,0.0,1
Travelodge Sukhumvit 11 - SHA Extra Plus,"13.74495484,100.55747241",Exceptional,"The hotel is quite new. The rooms are very nice and clean. It’s very close to BTS station Nana. 
I’m going to stay here again when I’m back from my trip.",No Negative,2019-04-23T00:00:00,Switzerland,8,Louis,9.6,"Leisure trip,Solo traveller,Superior Double Room,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
Swissotel The Stamford,"1.29333717,103.85292292",Exceptional,No Positive,No Negative,2019-04-23T00:00:00,Australia,5,Duncan,9.6,"Business trip,Group,Premier Room King,Stayed 2 nights",1.0,1.0,1
Strand Hotel (SG Clean),"1.29852860,103.84992957",Exceptional,Near at mrt 😘😘,"I like the hotel so much
If can y not if change breakfast bread and eggs 
For non halal 
Because we can't eat without halal thank u",2020-11-15T00:00:00,Singapore,1,Siti,10.0,"Family with young children,Staycation Packages- Deluxe Double Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Regent Ramkhamhaeng 22,"13.75435037,100.61330795",Very poor,Bad service,Really bad service,2020-03-6T00:00:00,Thailand,5,Johnnopadon,2.5,"Business trip,Couple,Deluxe Twin Room,Stayed 2 nights,Submitted via mobile",0.0,0.0,0
Millennium Hilton Bangkok - SHA Extra Plus Certified,"13.72874936,100.51077515",Very good,No Positive,No Negative,2020-01-6T00:00:00,Brazil,3,Rafaela,8.3,"Leisure trip,People with friends,King Deluxe River View,Stayed 4 nights,Submitted via mobile",1.0,1.0,1
Boss Mansion,"13.71296423,100.58477998",“Clean and affordable”,"Location, good place to stay on a budget",A bit out-dated,2019-04-14T00:00:00,Australia,4,Grahambp,6.7,"Solo traveller,Junior Suite Double bed,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
Village Hotel Albert Court by Far East Hospitality (SG Clean),"1.30424100,103.85085800",Exceptional,No Positive,No Negative,2019-08-9T00:00:00,Singapore,12,Muhammad,9.6,"Leisure trip,Couple,Superior Double or Twin Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Centre Point Silom,"13.72002311,100.51567286",“Very large room with great bathrooo”,Shower facility were really good,Staff was always busy on phone I had to wait a long time just to remind them they did not charge me for room service,2022-03-6T00:00:00,United States,1,Shirly,8.0,"Leisure trip,Solo traveller,Deluxe Double or Twin Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
"ST Signature Jalan Besar (SG Clean, Staycation Approved)","1.30547300,103.85484900",Good,No Positive,No Negative,2020-12-20T00:00:00,Singapore,2,Cheang,7.0,"Leisure trip,Couple,Cabin M-Upper, No Window, Ensuite,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Citadines Balestier (SG Clean),"1.32101100,103.85258000",“The value promises your experience :)”,"After so many hotels, finally found a favourite to have my frequent short staycation with my husband. Topnotch comfort, ambience, and cleanliness, especially if your intention is to temporarily get away to meditate or to rejuvenate from an everyday stressful environment ;) Staffs are polite and professional. Bed comfy, studio size is spacious enough, tiptop bathroom, and sufficient kitchenwares. Coming back soon :)","If it is one thing, it would be that the smoke detector is too close to the kitchen stove. We were also warned that it is quite sensitive, so be sure to use the vent. The fire alarm even went off the day we stayed. I like to grill some food during my stays, so this makes me quite reluctant to use the kitchen.",2020-11-24T00:00:00,Singapore,17,Dewi,10.0,"Leisure trip,Couple,Studio,Stayed 2 nights",1.0,1.0,1
"The Rose Residence, Bangkok","13.72976975,100.53082354",“Great value for money. Good location”,"Very nice room, nice pool, good location and breakfast. Reception and breakfast staff were very good. Room was very clean and the fruit left in the room with a note was a nice touch.","The restaurant experience was so-so. We ate in the restaurant due to the heavy rain, one of the waitresses was quite rude, also to other guests. Pad Thai I ordered was nice but the dish my partner had was not nice at all. No one asked if we enjoyed the food. Restaurant is expensive for what you get.",2019-11-12T00:00:00,United Kingdom,13,Marjver,8.0,"Leisure trip,Couple,Deluxe Double Room,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
Ibis Budget Singapore Clarke Quay (SG Clean),"1.28783735,103.84713739","“Nice location. Easy to reach MRT, bus and Clerk Quey Central mall on the other side. Not so crowded.”","Nice friendly staff, very clean. They have a small swimming pool at the roof top which is a bonus. and a small gym too.",Room too small.,2019-12-17T00:00:00,Bangladesh,4,Zaman,8.0,"Leisure trip,Family with young children,Superior Double or Twin Room,Stayed 3 nights",1.0,1.0,1
"InterContinental Singapore (SG Clean), an IHG Hotel","1.29860636,103.85516793",“Overall it was still a good experience. Highly recommended for couples to have a staycation here.”,"Hotel lobby is very welcoming. Hotel staff are friendly and accommodating. Check-in is smooth. Managed to got early check-in at 1pm and late check out at 1.15pm (Next day). Room is spacious, clean and comfortable. Location of the hotel is great, convenient and many great restaurants around. Hotel Facilities are beyond expectation, Swimming pool comes with jacuzzi and baby pool. Gym comes with sauna room (inside the changing room).",The breakfast was slightly below expectation but the staffs are all professional and friendly.,2020-10-11T00:00:00,Singapore,16,Cheuk,9.0,"Leisure trip,Couple,1 King Bed Classic City View,Stayed 1 night",1.0,1.0,1
"Aerotel Transit Hotel, Terminal 1","1.36198779,103.98999345",“The service was badly.”,"Clearly, enough water can drink.","Food service takes long time delivery at front door. I ordered at 10:50pm, received at 11:50pm. The other food ordered at 7am, then arrived at 7:40am.",2020-11-14T00:00:00,Taiwan,9,Alice,2.0,"Leisure trip,Solo traveller,Double Room (12 hours) with Meals,Stayed 1 night,Submitted via mobile",0.0,0.0,0
"Santa Grand Hotel East Coast (SG Clean, Staycation Approved)","1.30660264,103.90573829",Very good,No Positive,No Negative,2020-09-7T00:00:00,Singapore,4,Sean,8.0,"Leisure trip,Couple,Superior Double or Twin Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Hotel Grand Pacific (SG Clean),"1.29734873,103.85283709",“The value of room rate is so expensive and down grade hotel compare to other hotels.”,Breakfast was good. Diversity menu and kind staff.,"Room condition was terrible, bed size is too small and not comfortable and no protection of noise from other room.Front Desk staff was not kind and no smile.  I've asked electric converter but they just said ""no"" it sounds like ignore.",2020-02-20T00:00:00,Mongolia,1,Jeong,4.0,"Business trip,Group,Deluxe Twin Room,Stayed 3 nights",0.0,0.0,0
Udee Bangkok Hostel,"13.79298662,100.54547220",“Always a good place to stay in Bangkok.”,"The Hostel is very clean.
Rooms are nice, comfortable.
Hot shower.
Very good bed. 
Quiet rooms.
Terrasse at the top of the building.
Very good area with BTS station Samphan Kwai nearby, Restaurants, shopping mall, postoffice, Bank, Money exchange, markets like Chatushack weekendmarket.",The weather was to hot.,2020-03-22T00:00:00,Germany,38,Heggemann,9.0,"Leisure trip,Couple,Standard Double Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Grand Hyatt Erawan Bangkok - SHA Plus Certified,"13.74348605,100.54057717",Superb,No Positive,No Negative,2019-10-3T00:00:00,Thailand,2,Thipthida,9.0,"Leisure trip,Group,King Room,Stayed 1 night",1.0,1.0,1
The Home Hotel SHA,"13.75396377,100.64307387",Superb,No Positive,No Negative,2019-06-24T00:00:00,Ukraine,5,Ira,9.2,"Leisure trip,Couple,Deluxe Double Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
The Quarter Hualamphong by UHG - SHA Extra Plus,"13.73774051,100.51510155",Pleasant,No Positive,No Negative,2021-07-31T00:00:00,Thailand,94,Thongau,6.0,"Business trip,Solo traveller,Deluxe King Room with City View,Stayed 30 nights,Submitted via mobile",1.0,1.0,1
Hotel 81 Tristar - SG Clean,"1.31560178,103.89726520",“Good location & easy to find food”,Yes easy the food stall is just near by,the parking rate is expensive and just notice the parking operator not under same management of the hotel,2019-08-19T00:00:00,Malaysia,1,Abdul,8.8,"Leisure trip,Family with young children,Deluxe Double Room,Stayed 2 nights",1.0,1.0,1
V Hotel Bencoolen - SG Clean,"1.29913864,103.85048345",Exceptional,No Positive,No Negative,2021-10-21T00:00:00,Switzerland,1,Anonymous,10.0,"Leisure trip,Solo traveller,Superior Double Room,Stayed 4 nights,Submitted via mobile",1.0,1.0,1
S.Training Center Hotel Osaka,"34.70205660,135.48905029",Exceptional,No Positive,No Negative,2019-11-25T00:00:00,United Kingdom,4,Adriano,9.6,"Leisure trip,Couple,Double Room,Stayed 4 nights,Submitted via mobile",1.0,1.0,1
Hotel Traveltine - SG Clean & Staycation Approved,"1.30254998,103.86422750",Very good,"The pool on the rooftop, good breakfast and great location",There could be more sun chairs at the rooftop especially for a that big hotel and the rooms are quiet small but good enough for a short city trip,2019-07-14T00:00:00,Germany,12,Charlotte,8.3,"Leisure trip,Couple,Superior Room,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
NK Guesthouse 2,"13.73648300,100.55388400",Superb,No Positive,No Negative,2019-11-13T00:00:00,Saudi Arabia,3,Aldrees,9.0,"Leisure trip,Solo traveller,Double Room with Private Bathroom,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Qoo Hostel Osaka,"34.65698314,135.50557486",“Amazingly clean hostel!”,"The staff were kind and helpfull. The enviroment was good, free minor breakfast was nice, internet was stable, it was cheap yet very clean. And most importantly the beds where long enough, i am 195cm and i had room to spare. A nice bonus were the free earplugs. I would recommend everybody to start here !",The only thing was that the mattress which was a bit hard. But nothing major.,2019-07-4T00:00:00,Denmark,26,Andreas,9.6,"Leisure trip,People with friends,2 Beds in Mixed Dormitory Room (26 Adults),Stayed 2 nights,Submitted via mobile",1.0,1.0,1
Somerset Bencoolen Singapore (SG Clean),"1.29927406,103.85054648",Exceptional,No Positive,No Negative,2021-07-12T00:00:00,Singapore,3,Shan,10.0,"Leisure trip,Family with young children,Deluxe One-Bedroom Apartment,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
Sotetsu Grand Fresa Osaka-Namba,"34.66826246,135.50624174",“The hotel is fine for a short stay.”,Really enjoy the bidet in the bathroom. The location is great. Self checkout was a nice and easy feature in reception.,The rooms were a bit small. Bathroom was very tight. Overall feel of the hotel is not as luxurious and it's Shinjuku counterpart. Standard room only has a double bed.,2019-05-5T00:00:00,Australia,2,James,7.1,"Leisure trip,Couple,Double Room - Non-Smoking,Stayed 6 nights,Submitted via mobile",1.0,0.0,1
Ambassador Transit Hotel - Terminal 3,"1.35748059,103.98673296",Exceptional,"Convenience 
Right next to butterfly garden 
Nice breakfast included with espresso out of a machine 
Comfortable bed, pillows 
Great for  a short term overnight stay",Nothing,2019-09-25T00:00:00,United States,59,Judith,9.6,"Leisure trip,Couple,Twin Room - 6 Hours Usage with Gym Access,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Quintessa Hotel Osaka Shinsaibashi Comic & Books,"34.67405790,135.50439101","“Small room, nice amenities, but located in the drinking/red light area, can be noisy”","The room was very small but it had all the amenities.  If you had a big suitcase, there would not be any place to open it up except on the bed.","The only problem I had is one night out of the four that I stayed there, at 4:30 am in the morning, someone was trying to get into their room and kept knocking for the other person to let them in.  This went on for 20 minutes and woke me up.  The area of the hotel is in the red light/drinking area of Nippon Bashi, so guests there will sometimes be working or drinking late and checking-in in the middle of the night, and many times drunk and noisy.  There is no way for the hotel to manage that but just be aware of that.  Also even with the windows closed and being on the 9th floor, I could sometimes hear drunk people yelling out in the middle of the night on the street.",2020-11-20T00:00:00,Japan,82,Mike,8.0,"Business trip,Solo traveller,Standard Single Room - Non-Smoking,Stayed 4 nights",1.0,1.0,1
Marina Bay Sands (SG Clean),"1.28397326,103.86081934",Exceptional,No Positive,No Negative,2019-12-26T00:00:00,Japan,6,Seanmc14,10.0,"Leisure trip,Couple,Deluxe King Garden View Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Siri Heritage Bangkok Hotel - SHA Extra Plus,"13.75516508,100.49650493",Exceptional,"It was so clean and comfortable. We also loved the whole building style and, of course, the pool area. It was so relaxing to spend an afternoon there. Apart from that, the crew treated us so kindly. We made one of the tours they offer and everything was great. Finally, we booked a taxi with them to the airport and they brought a luxury SUV to take us there. We will repeat when returning to bangkok",The neighbourhood is a bit dirty and with a bad smell,2019-11-17T00:00:00,Spain,49,Carlos,9.6,"Leisure trip,Couple,Deluxe Double Room - China,Stayed 1 night,Submitted via mobile",1.0,1.0,1
"The Scarlet Singapore (SG Clean, Staycation Approved)","1.28059185,103.84546638",“Good spot for your money’s worth”,"Great location! close to everything and it won’t cost you $$$$
Very friendly and helpful staff!","Rooms are pretty small, not much (or zero) natural light in rooms, ground floor rooms are very noisy from other guest passing or chatting in the hallway - might not be the most ideal for visitors with little kids.",2019-08-18T00:00:00,Australia,27,Enikő,9.2,"Leisure trip,Family with young children,Deluxe Double or Twin Room,Stayed 3 nights,Submitted via mobile",1.0,1.0,1
Philip Hotel - SG Clean & Staycation Approved,"1.30891185,103.85546578",Disappointing,I like behind the Mustafa center,"Some staff, is not good",2019-11-18T00:00:00,Bangladesh,1,Mohammad,4.2,"Family with young children,Quadruple Room,Stayed 2 nights,Submitted via mobile",0.0,0.0,0
Hotel Granvia Osaka-JR Hotel Group,"34.70177126,135.49620867",Good,Location to train station was so convenient.,Room decor was a bit dated,2019-06-18T00:00:00,Australia,13,Adrian,7.1,"Leisure trip,People with friends,Double Room - Non-Smoking 20㎡,Stayed 4 nights,Submitted via mobile",1.0,1.0,1
HOTEL Cargo Shinsaibashi,"34.67823669,135.50350896",Good,"The room was fine, big enough to fit your bag in and a bed","This was my first time in a capsule hotel. I have stayed in hostels in the UK a lot, but I was surprised at how much noise people were making in the room (talking on the phone etc.). It also would have been great if the bathroom and toilet were separated by a door/wall. Hearing every toilet flush and shower was not ideal!",2019-07-2T00:00:00,United Kingdom,3,Richard,7.9,"Business trip,Solo traveller,Capsule Room for Male,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Hotel Hillarys,"34.66135708,135.50604165",Pleasant,Cheap and has a drink bar.,Room is a bit smelly.,2020-12-15T00:00:00,Japan,11,Anonymous,6.0,"Business trip,Solo traveller,Double Room with Small Double Bed and Shower - Non-Smoking,Stayed 1 night",1.0,1.0,1
"FuramaXclusive Asoke, Bangkok","13.73995308,100.56173041",Superb,"Good location, big rooms, shower, toilet was clean with good water pressure.Breakfast was good. Friendly staff. Price was reasonable.",No Negative,2022-01-2T00:00:00,Finland,64,Badmoose,9.0,"Leisure trip,Family with young children,Theme room,Stayed 3 nights,Submitted via mobile",1.0,1.0,1
Rendezvous Hotel Singapore by Far East Hospitality (SG Clean),"1.29904367,103.84926170",Good,No Positive,No Negative,2020-03-22T00:00:00,Singapore,2,Fraicy,7.0,"Leisure trip,Couple,Superior Double or Twin Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Bangkok Saran Poshtel,"13.76609211,100.49775211",Exceptional,No Positive,No Negative,2019-12-16T00:00:00,Serbia,6,Luka,10.0,"Leisure trip,Group,Double Room with Private Bathroom,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
karaksa hotel grande Shin-Osaka Tower,"34.73322368,135.49506073",“New and good value of money”,"It is near shin-Osaka, very convenience when connecting to the other town in Japan. The price of the hotel was good value of money. The room was big, bed was comfortable. The staffs were enthusiastic and polite.",No Negative,2019-12-20T00:00:00,Thailand,56,Anonymous,9.0,"Leisure trip,Family with young children,High Floor Premier Twin Room,Stayed 5 nights",1.0,1.0,1
Amara Bangkok Hotel - SHA Extra Plus,"13.72869371,100.52711383",Exceptional,",Location, comfort of the room and bed and room amenities. The shower is fabtastic. The roof top pool and bar is amazing, reasonably priced drinks and incredible view. Would definitely stay again!",No Negative,2022-01-15T00:00:00,United Kingdom,34,Diana,10.0,"Leisure trip,Couple,Deluxe Twin Room (Non ASQ),Stayed 1 night,Submitted via mobile",1.0,1.0,1
"Hotel Bencoolen @ Hong Kong Street (SG Clean, Staycation Approved)","1.28721682,103.84783242",Very good,No Positive,No Negative,2021-12-20T00:00:00,Singapore,15,Tang,8.0,"Leisure trip,Couple,Executive Double Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Amari Watergate Bangkok - SHA Extra Plus Certified,"13.75090094,100.53974032","“Excellent breakfast, comfortable and clean”","Breakfast with lots of Halal Food suitable for Muslim people like me.. Value for money, helpful & friendly staff. Will come again next time ☺️",Only one thing...No bidet in room toilet. As Muslim we need bidet near toilet same like lobby toilet. Please upgrade.,2019-04-26T00:00:00,Malaysia,58,Sharifah,9.6,"Leisure trip,People with friends,Deluxe Twin Room,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
J8 Hotel (SG Clean),"1.30788751,103.85836793",Superb,No Positive,No Negative,2020-10-15T00:00:00,Singapore,1,Kian,9.0,"Business trip,Solo traveller,Deluxe Twin Room - Silver,Stayed 7 nights",1.0,1.0,1
"Crowne Plaza Changi Airport (SG Clean), an IHG Hotel","1.35647021,103.98555279",“Overall excellent and convenient.  Jewel location key to reason we stayed.”,Service was excellent; check in was reasonably fast and easy check out system.,"My room had a connecting door where you could hear the guests in next room very clearly, if near that door.  Seemed the door was very thin.",2020-01-13T00:00:00,United States,4,Betty,8.0,"Business trip,Family with young children,Deluxe Twin Room,Stayed 1 night",1.0,1.0,1
Citadines Balestier (SG Clean),"1.32101100,103.85258000",“Disappointed”,Location,Carpark was not free for guest and room service was not daily,2021-08-27T00:00:00,Singapore,4,Rathika,4.0,"Leisure trip,Family with young children,One-Bedroom Premier,Stayed 7 nights,Submitted via mobile",0.0,0.0,0
Hilton Sukhumvit Bangkok,"13.72885580,100.56903912",Superb,No Positive,No Negative,2021-12-28T00:00:00,India,6,Shruti,9.0,"Leisure trip,Couple,Premium Deluxe Twin Room,Stayed 2 nights,Submitted via mobile",1.0,1.0,1
"M Social Singapore (SG Clean, Staycation Approved)","1.29030560,103.83677779",Good,"room is clean and nice, location is nice and quiet","no free parking, the queen size bed is a little small",2019-08-26T00:00:00,Singapore,4,Anonymous,7.5,"Leisure trip,Couple,Alcove Cosy Queen,Stayed 1 night",1.0,1.0,1
Home Base Hostel,"13.72254356,100.52400515",Pleasant,No Positive,"Pretty good value for money however they have a policy that if you don't leave the premises by 1230 they want you gone. So even if your waiting on someone or you need to leave a little later there pretty intolerant, so be weary. Beds are pretty nice and good A/C. Free water and coffee. Not bad for 1 night.",2019-12-8T00:00:00,Indonesia,11,J,6.3,"Business trip,Solo traveller,Bunk Bed in Female Dormitory Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
S Box Sukhumvit Hotel - SHA Extra Plus,"13.73335563,100.56625396",Exceptional,No Positive,No Negative,2019-08-12T00:00:00,Thailand,66,C,10.0,"Leisure trip,Couple,Standard Queen Room ( 2 Adults),Stayed 1 night,Submitted via mobile",1.0,1.0,1
Andaz Singapore – A Concept by Hyatt (SG Clean),"1.29939500,103.85821900",Exceptional,No Positive,No Negative,2019-12-8T00:00:00,Saudi Arabia,5,Anonymous,10.0,"Leisure trip,Couple,King Room with City View,Stayed 7 nights,Submitted via mobile",1.0,1.0,1
"YOTEL Singapore Orchard Road (SG Clean, Staycation Approved)","1.30606069,103.83028090",Exceptional,No Positive,No Negative,2020-10-22T00:00:00,Singapore,7,Zura,10.0,"Leisure trip,Family with young children,Premium Queen View Cabin with Bunk,Stayed 1 night,Submitted via mobile",1.0,1.0,1
Amrise Hotel (Staycation Approved),"1.31403900,103.87784400",Exceptional,All good,No Negative,2021-04-30T00:00:00,Singapore,16,Divya,10.0,"Couple,Standard Double Room,Stayed 1 night,Submitted via mobile",1.0,1.0,1
