hotel_name,hotel_address,hotel_location,hotel_rating,hotel_description,hotel_country,hotel_num_reviews,unique_tags,hotel_img_url,hotel_link,unique_review_country,best_noun,worst_noun,features_room,features_facilities,features_location,features_staff,features_food,pos_review_count,neg_review_count
Samsen Street Hotel - SHA Extra Plus,"Soi Samsen 6, 10200 Bangkok, Thailand","13.76389200,100.50075700",9.8,"You're eligible for a Genius discount at Samsen Street Hotel - SHA Extra Plus! To save at this property, all you have to do is sign in.
Samsen Street Hotel - SHA Extra Plus has a restaurant, outdoor swimming pool, a bar and shared lounge in Bangkok. Among the facilities at this property are a 24-hour front desk and room service, along with free WiFi throughout the property. Guests can have a drink at the snack bar.
The rooms are fitted with air conditioning, and some units at the hotel have a balcony.
Samsen Street Hotel offers a continental or à la carte breakfast.
The accommodation offers a sun terrace.
Khao San Road is 0.7 miles from Samsen Street Hotel - SHA Extra Plus, while Wat Saket is 1.4 miles from the property. The nearest airport is Don Mueang International Airport, 16.8 miles from the hotel.",Thailand,638,"Suite,Stayed 4 nights,Superior Twin Room,Submitted via mobile,Stayed 1 night,Mixed Dormitory Room,Solo traveller,Business trip,Stayed 7 nights,Leisure trip,Deluxe Double Room,Stayed 5 nights,People with friends,Stayed 2 nights,Family with young children,Couple,Stayed 3 nights,Stayed 6 nights,Superior Double Room,Group",https://t-cf.bstatic.com/xdata/images/hotel/max500/344666292.jpg?k=a03e0cd8cc5effdf5aa80a07048011884de34be5a015b8a723e2b6b7a3fd40cb&o=&hp=1,https://www.booking.com/hotel/th/the-samsen-street.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALN3qOSBsACAdICJDBhNTdjNTcyLWEyMjMtNDUwOS05Zjk3LWE2Y2M1NjUxMTNkMdgCBeACAQ&sid=5f672ee1ebeffb4f25ffb07d99724490,"Egypt,Cambodia,Netherlands,United Arab Emirates,Israel,Japan,Poland,France,Czech Republic,United Kingdom,Lithuania,India,Ukraine,Romania,Hong Kong,China,Thailand,Malaysia,Germany,Portugal,Hungary,Kazakhstan,Ireland,Canada,Denmark,Kuwait,Taiwan,Mexico,Australia,Switzerland,Belgium,Estonia,United States","hotel,staff,pool","room,breakfast,water",0,1,1,1,1,86,6
Chakrabongse Villas,"396/1 Tatien, Maharaj Road, Phraborommaharajawang, Phanakorn, 10200 Bangkok, Thailand","13.74366842,100.49279630",10.0,"You're eligible for a Genius discount at Chakrabongse Villas! To save at this property, all you have to do is sign in.
A former royal residence situated by the Chao Phraya River, Chakrabongse Villas offers stunning views of Wat Arun from luxurious Thai-style suites. It features a landscape pool and attentive service.
Located under 1.1 miles from the lively Khaosan, Chakrabongse Villas is a 15-minute walk from the Royal Palace and Temple of the Reclining Buddha. Suvarnabhumi Airport is about 17.4 miles from the hotel.
Featuring Oriental interiors with fine wood furnishings, spacious suites come with a cable TV and DVD player. A minibar and private seating areas are provided.
Guests can relax with a traditional Thai massage or rent a bicycle to explore the local areas. Day trips are easily arranged at the tour desk and a gift shop is available.
Offering Thai specialities, The Riverside Sala Dining Room features an outdoor dining pavilion lovely views of the Chao Phraya River.",Thailand,90,"Suite with Garden View,Suite with River View,Submitted via mobile,Stayed 1 night,Stayed 3 nights,Stayed 4 nights,Suite with Pool View,Stayed 2 nights,Solo traveller,Family with young children,Business trip,Two-Bedroom Suite with Pool View,Couple,Superior Double Room,Leisure trip",https://t-cf.bstatic.com/xdata/images/hotel/max500/95334176.jpg?k=f8c50346f457437b0d91a11a3630b031eed1d2729bc6b98c3fd7eb87f34c5488&o=&hp=1,https://www.booking.com/hotel/th/chakrabongse-villas.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALN3qOSBsACAdICJDBhNTdjNTcyLWEyMjMtNDUwOS05Zjk3LWE2Y2M1NjUxMTNkMdgCBeACAQ;sid=343be56c6f35d866c58659f6965d93e0,"Thailand,Italy,United Kingdom,Kuwait,Germany,South Korea,Australia,New Zealand,United States,France","breakfast,hotel,location","privacy,management,staff",1,1,1,1,1,18,2
Old Capital Bike Inn - SHA Certified,"609 Pra Sumen Road, Pra Nakhon, Bangkok, 10200 Bangkok, Thailand","13.75673160,100.50487161",10.0,"You're eligible for a Genius discount at Old Capital Bike Inn - SHA Certified! To save at this property, all you have to do is sign in.
Offering free bike and night bike tour, the classic Old Capital Bike Inn - SHA Certified features rooms that are individually appointed with heirloom furniture and many are decorated with hand-painted porcelain.Free WiFi is available in the entire hotel.
Old Capital Bike Inn - SHA Certified is just a 15-minute walk from the famous street, Khao San Road. It is a 5-minute walk to the Golden Mountain and Pann Fah Pier.
Every room at the Old Capital Bike Inn - SHA Certified features air conditioning, a satellite TV and multimedia. Free toiletries are provided in an en suite bathroom.
The hotel offers 24-hour desk service and luggage storage. A library and laundry services are available as well.
The hotel’s coffee shop serves freshly brewed coffee. Guests can enjoy breakfast in the room. Local restaurants are within a 5-minute walk from the property.",Thailand,249,"Stayed 4 nights,Submitted via mobile,Stayed 1 night,Solo traveller,Business trip,Stayed 7 nights,Leisure trip,Honeymoon Suite,Stayed 5 nights,Suite with Garden Terrace,Stayed 2 nights,People with friends,Queen Loft Suite,Family with young children,Twin Room,Couple,Stayed 3 nights,Family Suite,King Loft Suite,Stayed 6 nights",https://cf.bstatic.com/xdata/images/hotel/max500/327557305.jpg?k=120bf983490bc3891e61d1c7ee6971f9710c44c7ce9735b8c9c61d8bc7c73f55&o=&hp=1,https://www.booking.com/hotel/th/old-bangkok-inn.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALN3qOSBsACAdICJDBhNTdjNTcyLWEyMjMtNDUwOS05Zjk3LWE2Y2M1NjUxMTNkMdgCBeACAQ;sid=585f181e6effc311dfcb9f17935cec0c,"Singapore,Netherlands,United Arab Emirates,Japan,France,Guernsey,United Kingdom,Hong Kong,China,Thailand,Greece,Malaysia,Germany,New Zealand,Ireland,Canada,Denmark,Turkey,Australia,Switzerland,Cyprus,United States","staff,hotel,breakfast","room,bathroom,stair",1,1,1,1,1,44,4
Carlton Hotel Bangkok Sukhumvit - SHA Extra Plus,"Carlton Hotel Bangkok Sukhumvit, 491 Sukhumvit Rd. Klongtoey Nua, Wattana, Wattana, 10110 Bangkok, Thailand","13.73437351,100.56448141",9.5,"Set in Bangkok, less than 0.6 miles from Emporium Shopping Mall, Carlton Hotel Bangkok Sukhumvit - SHA Extra Plus offers accommodation with a restaurant, free private parking, an outdoor swimming pool and a fitness centre. Each accommodation at the 5-star hotel has city views, and guests can enjoy access to a bar and to a terrace. The accommodation features a 24-hour front desk, airport transfers, room service and free WiFi throughout the property.
At the hotel all rooms are fitted with air conditioning, a seating area, a flat-screen TV with satellite channels, a safety deposit box and a private bathroom with a bidet, bathrobes and slippers. At Carlton Hotel Bangkok Sukhumvit rooms have bed linen and towels.
Buffet and American breakfast options are available every morning at the accommodation.
At Carlton Hotel Bangkok Sukhumvit - SHA Extra Plus guests are welcome to take advantage of a sauna.
Arab Street is 1.2 miles from the hotel, while Central Embassy is 1.6 miles from the property. The nearest airport is Don Mueang International Airport, 15.5 miles from Carlton Hotel Bangkok Sukhumvit.",Thailand,443,"Stayed 4 nights,Submitted via mobile,Stayed 1 night,Solo traveller,Carlton Club Room,Business trip,Leisure trip,Executive Room,Stayed 5 nights,People with friends,Stayed 2 nights,Family with young children,Deluxe Room,Couple,Stayed 3 nights,Executive Suite,Family Room,Stayed 6 nights,Group",https://t-cf.bstatic.com/xdata/images/hotel/max500/326154310.jpg?k=89469ca31ac08dc5b8812d711b64d2d1abd6af6061f21222a84d718640d4f2a4&o=&hp=1,https://www.booking.com/hotel/th/carlton-bangkok-sukhumvit.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALN3qOSBsACAdICJDBhNTdjNTcyLWEyMjMtNDUwOS05Zjk3LWE2Y2M1NjUxMTNkMdgCBeACAQ&sid=ec03b413c184b770d21260b7bb4192ba,"Thailand,Ireland,Canada,United Kingdom,Denmark,Germany,Netherlands,Switzerland,Bahrain,Australia,Israel,Singapore,Spain,Maldives,Russia,United States,Slovenia,France","hotel,staff,room","bathroom,shower,breakfast",1,1,1,1,1,80,1
Park Hyatt Bangkok - SHA Extra Plus,"Central Embassy, 88 Wireless Road, Lumpini, Pathumwan, Pathumwan, 10330 Bangkok, Thailand","13.74358500,100.54750000",9.6,"Offering an outdoor pool and views of the city, Park Hyatt Bangkok is located in Bangkok, 350 feet from Central Embassy. The hotel has a sun terrace and spa centre, and guests can enjoy a meal at the restaurant or a drink at the bar.
Each room at this hotel is air conditioned and comes with a flat-screen TV. Some units have a seating area to relax in after a busy day. You will find a coffee machine in the room. Each room comes with a private bathroom. For your comfort, you will find bathrobes and slippers.
There is a 24-hour front desk at the property.
Central Childlom is 1,150 feet from Park Hyatt Bangkok, while Siam Paragon is 0.6 miles from the property. The nearest airport is Don Mueang International Airport, 13 miles from Park Hyatt Bangkok.",Thailand,174,"Park Twin Room,Stayed 4 nights,Park Deluxe Suite,Park Deluxe King Room,Park King Room,Park Deluxe Corner King Room,Submitted via mobile,Stayed 1 night,Solo traveller,Business trip,Stayed 7 nights,Park Executive Suite,Leisure trip,Deluxe King Suite,Stayed 5 nights,People with friends,Stayed 2 nights,Family with young children,Couple,Stayed 3 nights,Stayed 6 nights,Group",https://cf.bstatic.com/xdata/images/hotel/max500/349274649.jpg?k=65db6c1a274c152d2689c450314115843c8ecb8a55cac745595ddc23750a4f17&o=&hp=1,https://www.booking.com/hotel/th/park-hyatt-bangkok.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALN3qOSBsACAdICJDBhNTdjNTcyLWEyMjMtNDUwOS05Zjk3LWE2Y2M1NjUxMTNkMdgCBeACAQ;sid=a3ce70679a4612eb9598f15882598cff,"Italy,Netherlands,United Arab Emirates,Singapore,Israel,France,United Kingdom,Philippines,Romania,Hong Kong,Thailand,Malta,Malaysia,Qatar,Mongolia,Saudi Arabia,Canada,Kuwait,Mexico,South Korea,Australia,Switzerland,Macao,United States","hotel,staff,room","pool,breakfast,walk",1,1,1,1,0,43,1
Eastin Grand Hotel Sathorn - SHA Extra Plus,"33/1 South Sathorn Road, Yanawa, Sathorn , Sathorn, 10120 Bangkok, Thailand","13.71894175,100.52175343",9.5,"You're eligible for a Genius discount at Eastin Grand Hotel Sathorn - SHA Extra Plus! To save at this property, all you have to do is sign in.
The luxurious Eastin Grand Hotel Sathorn - SHA Extra Plus is connected to Surasak BTS Skytrain Station via the hotel's own Sky Bridge. The hotel features an outdoor infinity-edge pool. A well-equipped fitness centre and 3 dining options are available. Free WiFi is offered at this hotel.
By Skytrain, Eastin Grand Hotel Sathorn - SHA Extra Plus is just minutes' from the rest of downtown Bangkok. It is a 45-minute drive from Suvarnabhumi International Airport via highway.
Fresh and modern, the large air-conditioned rooms feature a flat-screen TV with 24-hour cable and satellite channels. A fully stocked minibar, tea/coffee making facilities and a personal safe are included. Bathrooms have hot-water showers, slippers and free toiletries.
Guests can enjoy Chinese cuisine and Cantonese specialties at Chef Man or head to Glass House for a la carte menu, a lunch buffet and a foodie's fantasy at Blunos. There are variety of beverages and light snacks is served at Swizzles.
Including free parking, the hotel also provides a business centre, currency exchange and babysitting services. Laundry and ironing services are also available.",Thailand,2730,"Staycation Offer - Superior Sky Room,Stayed 4 nights,Executive Deluxe Double Room with Lounge Access,Submitted via mobile,Stayed 1 night,Solo traveller,Business trip,Stayed 7 nights,Leisure trip,Standard Superior Room,Stayed 5 nights,Executive Superior Double or Twin Room with  Lounge Access,People with friends,Stayed 2 nights,Family with young children,Superior Sky Double or Twin Room,Couple,Superior Sky Room,Stayed 8 nights,Stayed 3 nights,Superior Double or Twin Room,Stayed 6 nights,Group",https://t-cf.bstatic.com/xdata/images/hotel/max500/266421944.jpg?k=dc1b1401dce2e7ba90cb3da8aba48f5048c5a6dca06f6130f440afb5247013cc&o=&hp=1,https://www.booking.com/hotel/th/eastin-grand-sathorn.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALN3qOSBsACAdICJDBhNTdjNTcyLWEyMjMtNDUwOS05Zjk3LWE2Y2M1NjUxMTNkMdgCBeACAQ;sid=efc6c96864d7e50c8b702d0a4bb605a4,"Italy,Netherlands,Israel,Singapore,Luxembourg,Norway,Slovakia,Myanmar,Poland,Russia,Chile,France,Czech Republic,United Kingdom,Lithuania,Argentina,Austria,Vietnam,India,Ukraine,Romania,Hong Kong,China,Georgia,South Africa,Thailand,Malta,Malaysia,Germany,Bulgaria,Portugal,Spain,Hungary,New Zealand,Brazil,Saudi Arabia,Ireland,Canada,Denmark,Pakistan,Kuwait,Taiwan,Mexico,South Korea,Latvia,Turkey,Australia,Switzerland,Croatia,Costa Rica,Cyprus,Belgium,Estonia,United States","pool,hotel,staff","room,breakfast,area",1,1,1,1,0,279,9
Mandarin Oriental Bangkok - SHA Extra Plus,"48 Soi Charoenkrung40, Charoenkrung Rd. Bangrak , Bang Rak, 10500 Bangkok, Thailand","13.72417391,100.51447928",9.8,"This luxurious property sits beside the scenic Chao Phraya River. Offering rooms decorated in teak wood furnishings and Thai silk, it also has a large outdoor pool, Thai cooking classes and yoga lessons.
Mandarin Oriental Bangkok - SHA Extra Plus provides a free shuttle boat to Taksin BTS Skytrain Station, ICONSIAM Shopping Mall, River City Shopping Complex and Sala Rim Naam Restaurant. It is about 2.2 miles from Chinatown and the Temple of Dawn (Wat Arun).
Enjoying beautiful river views through floor-to-ceiling windows, all rooms at Mandarin Oriental Bangkok - SHA Extra Plus are equipped with a flat-screen TV. Large en suite bathrooms present a separate bathtub and walk-in shower. A private butler service is offered.
The Oriental Spa provides relaxing massage treatments, hot tubs and herbal scrubs. For a refreshing workout, guests can exercise with a personal trainer at the gym or enjoy a game of tennis and Thai boxing.
The famous Le Normandie by Alain Roux, a two-Michelin-starred restaurant, offers fine French dining, while The China House offers authentic Cantonese cuisine in a stylish setting. Kinu by Takagi restaurant serves a traditional multi-course Japanese dinner. International lunch buffet and fresh seafood can be enjoyed at Lord Jim's.",Thailand,67,"Submitted via mobile,Deluxe Premier Room King,Stayed 1 night,Stayed 4 nights,Stayed 3 nights,Authors' Suite King,Chao Phraya Room King,People with friends,Stayed 2 nights,Solo traveller,Family with young children,Deluxe Premier Room Twin,Business trip,Couple,Deluxe Balcony Room King,Chao Phraya Room Twin,Leisure trip,Group",https://t-cf.bstatic.com/xdata/images/hotel/max500/337839267.jpg?k=8a6cd4dbeec493efbafe530452e2c3da62e73af1ff051e7815e1a7b3e904787d&o=&hp=1,https://www.booking.com/hotel/th/mandarin-oriental-bangkok.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALN3qOSBsACAdICJDBhNTdjNTcyLWEyMjMtNDUwOS05Zjk3LWE2Y2M1NjUxMTNkMdgCBeACAQ;sid=dddb16c270139c87ebdb93dbd6117ab2,"Thailand,Italy,United Kingdom,Australia,Monaco,Belgium,Japan,Russia,Mongolia,France","hotel,river,room","restaurant,lot,day",1,1,0,1,1,22,0
Arun Old Town,"260/16,Itsaraphap Wat Arun, Bangkokyai., Bangkok Yai, 10600 Bangkok, Thailand","13.73930500,100.48479300",9.9,"You're eligible for a Genius discount at Arun Old Town! To save at this property, all you have to do is sign in.
Located in Bangkok and with Wat Arun reachable within 2,800 feet while Itsaraphap MRT Subway Station is 400 feet away, Arun Old Town provides concierge services, non-smoking rooms, a garden, free WiFi and a shared lounge. Featuring ticket service, this property also provides guests with a terrace. The accommodation offers evening entertainment and a shared kitchen.
Guests at the hostel can enjoy a à la carte breakfast.
The area is popular for cycling, and car hire is available at Arun Old Town.
Wat Pho is 0.9 miles from the accommodation, while Temple of the Emerald Buddha is 3.3 miles away. The nearest airport is Don Mueang International, 17 miles from Arun Old Town, and the property offers a paid airport shuttle service.",Thailand,94,"Double Room with Shared Bathroom,Family Room with Private Bathroom,Stayed 3 nights,Submitted via mobile,Bed in 8-Bed Mixed Dormitory Room,Stayed 4 nights,Stayed 1 night,People with friends,Solo traveller,Stayed 2 nights,Double or Twin Room with Shared Bathroom,Family with young children,Business trip,Bunk Bed in Female Dormitory Room,Couple,Bed in 6-Bed Mixed Dormitory Room,Leisure trip,Group",https://t-cf.bstatic.com/xdata/images/hotel/max500/206198179.jpg?k=cbbe6c218cd5946be2f316736872d7fe943a92fb6d033e8572e6e6a7007ba775&o=&hp=1,https://www.booking.com/hotel/th/arun-old-town.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALN3qOSBsACAdICJDBhNTdjNTcyLWEyMjMtNDUwOS05Zjk3LWE2Y2M1NjUxMTNkMdgCBeACAQ;sid=8f0a2ac3f921f90ae10a2bdbd0e2bcd5,"Thailand,Albania,Egypt,United Kingdom,South Korea,Spain,Netherlands,Australia,Vietnam,India,Israel,Japan,Poland,United States,Indonesia,France","staff,place,room","toilet,thing,paper",1,1,1,1,1,22,1
Chan Cha La 99 Hostel,"6/3 Sukhumvit Soi 99, Sukhumvit Road, Bangchak, Prakanong, Bangkok, Thailand, 10260 Bangkok, Thailand","13.69617840,100.60657293",10.0,"Chan Cha La 99 Hostel offers private with air conditioning, a 1-minute walk from Bang Chak BTS Skytrain Station (Exit 3). Free WiFi is available throughout the hostel.
Ekkamai Bus Terminal is only a 8-minute BTS ride away from Chan Cha La 99 Hostel. . Suvarnabhumi International Airport is a 30-minute ride away.
Selected private rooms offer an an en suite bathroom and a satellite TV. Shared kitchen and shared bathroom facilities are available for guests.
For meals, head to nearby local restaurants located within a 5-minute walk from the property.",Thailand,63,"Stayed 4 nights,Double Room with Private External Bathroom,Standard Twin Room with Shared Bathroom,Dormitory Room (4 Adults),Submitted via mobile,Stayed 1 night,Solo traveller,Business trip,Bed in 4-Bed Female Dormitory Room,Leisure trip,Single Room with Shared Bathroom,Stayed 5 nights,Twin Room with Private External Bathroom,Stayed 2 nights,People with friends,Stayed 10 nights,Family with young children,Couple,Stayed 3 nights,Double Room with Private Bathroom,Group",https://cf.bstatic.com/xdata/images/hotel/max500/255767134.jpg?k=93b57d62b95e9aa69c333eef9c31335389418637cc6fb0ec0f8eda48f00b128a&o=&hp=1,https://www.booking.com/hotel/th/chan-cha-la-99-hostel.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALN3qOSBsACAdICJDBhNTdjNTcyLWEyMjMtNDUwOS05Zjk3LWE2Y2M1NjUxMTNkMdgCBeACAQ;sid=3d36f3c8d980e8d76ae79ed2ce7617d9,"Italy,Netherlands,Israel,Finland,Singapore,Japan,Abkhazia, ​Georgia,France,United Kingdom,Philippines,Vietnam,India,China,Malta,Malaysia,New Zealand,Ireland,South Korea,Switzerland","hostel,place,host","room,fridge,window",1,1,1,0,1,22,0
Bangkok Marriott Hotel The Surawongse - SHA Extra Plus,"262 Surawong road Si Phraya, Bang Rak, Bang Rak, 10500 Bangkok, Thailand","13.72736700,100.52255100",9.6,"Featuring an outdoor swimming pool, Bangkok Marriott Hotel The Surawongse - SHA Plus is set in Bangkok and is 0.6 miles from Patpong and Silom areas. Featuring a fitness centre, the 5-star hotel has air-conditioned rooms with free WiFi, each with a private bathroom. Chong Nonsi BTS Skytrain Station is only 2,950 feet from the property, while Asiatique The Riverfront is 2.2 miles away.
The rooms at the hotel are fitted with a seating area and a flat-screen TV. Certain rooms will provide you with a kitchen with a microwave. All guest rooms will provide guests with a desk and a bathtub.
There is an in-house restaurant, which serves a variety of international, Thai and Chinese dishes.
Around the clock guidance is available at the reception, where staff speak English, Chinese and Thai.
MBK Shopping Mall is 1.2 miles from the accommodation, while Sampeng Market is 1.3 miles away. Don Mueang International Airport is 14.3 miles from the property.",Thailand,1174,"One-Bedroom Residential Suite,Stayed 4 nights,Two-Bedroom Residential Suite,Premium Room,Stayed 12 nights,Stayed 21 nights,Executive Room with Lounge Access and City View,Submitted via mobile,Stayed 1 night,Stayed 9 nights,Solo traveller,Business trip,Stayed 7 nights,Leisure trip, 1 King Bed,Stayed 5 nights,People with friends,Stayed 2 nights,Deluxe Room,Family with young children,Couple,Deluxe Room 2 Double Beds,Stayed 3 nights,Stayed 6 nights,Group",https://cf.bstatic.com/xdata/images/hotel/max500/325255969.jpg?k=3a02f1ef2f211c3fc473f9ecf3a79b3a3a4126dddbc16fe347b85aff6ce226eb&o=&hp=1,https://www.booking.com/hotel/th/bangkok-marriott-the-surawongse.en-gb.html?label=gen173nr-1FCCoo3QE4rAJICVgEaK0CiAEBmAEJuAEYyAEM2AEB6AEB-AECiAIBqAIEuALN3qOSBsACAdICJDBhNTdjNTcyLWEyMjMtNDUwOS05Zjk3LWE2Y2M1NjUxMTNkMdgCBeACAQ;sid=8fcbef4ab284c0d9ccd899c90ff795cc,"Italy,Peru,Netherlands,Singapore,United Arab Emirates,Israel,Japan,Tunisia,France,Czech Republic,United Kingdom,Philippines,Austria,India,Vietnam,Djibouti,Romania,Hong Kong,Mauritius,China,South Africa,Madagascar,Thailand,Malaysia,Germany,Sweden,Spain,Reunion,Hungary,Qatar,Palestinian Territory,Oman,Ireland,Canada,Pakistan,Kuwait,Taiwan,Australia,Switzerland,Belgium,Estonia,United States","staff,pool,room","hotel,location,taxi",1,1,0,1,1,143,6
